1735,30058,9
1736,12997,8
1736,16958,10
1736,30758,10
1737,35951,9
1738,763,6
1738,9305,8
1738,28399,8
1738,30058,10
1738,30978,7
1739,16775,2
1740,6111,6
1740,8717,10
1740,13886,5
1740,14765,8
1740,15086,8
1740,22850,10
1740,33780,10
1740,36492,6
1741,3704,10
1741,24760,10
1741,26658,10
1742,334,9
1742,1885,5
1742,3633,5
1742,5156,7
1742,11984,7
1742,12582,7
1742,13173,8
1742,13287,6
1742,16077,5
1742,22538,7
1742,24025,7
1742,27468,5
1742,37130,5
1743,1480,10
1743,2041,9
1743,6773,10
1743,7120,10
1743,9249,10
1743,9831,9
1743,12384,10
1743,34517,10
1743,35186,4
1744,20892,8
1745,30956,10
1746,2232,10
1746,2822,7
1746,4279,9
1746,6838,8
1746,7143,5
1746,8156,9
1746,8295,10
1746,9562,9
1746,10413,7
1746,11147,10
1746,12454,10
1746,13320,10
1746,14414,10
1746,14423,10
1746,14988,10
1746,15471,9
1746,16891,10
1746,21099,10
1746,22093,10
1746,27451,9
1746,27522,8
1746,27613,8
1746,29463,10
1746,32375,10
1746,34222,1
1746,34250,6
1746,35701,8
1747,12,6
1747,10604,8
1748,2204,8
1748,16366,10
1749,15037,7
1749,17648,9
1749,27569,10
1749,31992,10
1750,17205,4
1750,19141,1
1751,17763,10
1751,24085,10
1751,32938,10
1752,1363,7
1752,11486,8
1752,21263,7
1752,32291,6
1752,36168,10
1753,152,6
1753,1397,8
1753,1826,5
1753,2103,2
1753,2712,7
1753,2818,8
1753,3481,6
1753,3505,9
1753,3958,4
1753,4373,10
1753,4398,7
1753,5889,6
1753,6185,6
1753,6254,10
1753,7734,5
1753,8040,5
1753,8225,8
1753,8555,9
1753,8590,6
1753,9796,6
1753,9963,8
1753,10413,5
1753,10446,20
1753,10576,7
1753,10584,8
1753,11963,7
1753,12120,4
1753,12491,5
1753,12516,3
1753,12841,7
1753,13307,6
1753,13440,6
1753,14636,5
1753,16394,6
1753,16503,5
1753,16617,6
1753,17128,4
1753,17205,5
1753,17411,9
1753,17597,9
1753,18315,10
1753,18506,10
1753,18717,10
1753,20574,4
1753,20941,6
1753,22003,8
1753,22579,9
1753,22883,5
1753,22996,6
1753,23580,7
1753,23976,8
1753,24109,10
1753,25228,10
1753,25558,5
1753,26380,3
1753,26971,5
1753,27836,4
1753,28701,8
1753,29347,6
1753,30059,6
1753,30717,7
1753,31136,9
1753,31444,6
1753,31515,10
1753,31638,7
1753,33137,7
1753,33301,10
1753,33443,9
1753,34351,10
1753,34657,8
1753,34832,4
1753,35317,7
1753,35332,9
1753,35381,4
1753,35608,6
1754,16803,9
1754,19426,7
1755,418,8
1755,876,9
1755,1617,3
1755,2103,2
1755,2164,9
1755,3826,7
1755,4205,7
1755,5361,6
1755,5364,3
1755,5901,8
1755,6263,5
1755,6363,5
1755,7373,5
1755,7575,7
1755,8156,3
1755,9038,8
1755,9125,4
1755,9308,7
1755,9420,2
1755,10402,7
1755,10642,8
1755,11327,7
1755,11379,5
1755,11466,7
1755,12102,7
1755,12348,6
1755,12669,8
1755,13069,9
1755,13367,5
1755,14570,6
1755,15094,8
1755,15589,2
1755,16169,2
1755,16416,5
1755,16426,7
1755,16733,7
1755,16748,5
1755,17162,6
1755,17445,2
1755,17578,6
1755,17639,8
1755,17731,6
1755,17763,7
1755,18035,7
1755,18427,6
1755,19127,7
1755,19907,6
1755,21099,8
1755,21245,7
1755,21358,7
1755,21765,8
1755,22111,6
1755,22272,8
1755,22813,8
1755,22833,7
1755,23386,6
1755,23978,8
1755,25778,8
1755,25886,6
1755,25920,8
1755,26046,10
1755,26106,6
1755,27663,6
1755,27780,4
1755,28213,7
1755,28590,6
1755,28701,7
1755,28814,7
1755,28932,8
1755,29577,3
1755,29888,8
1755,30028,7
1755,30514,8
1755,30863,8
1755,30864,7
1755,31444,7
1755,31686,8
1755,31973,5
1755,32674,6
1755,33475,10
1755,33546,7
1755,33788,7
1755,34223,7
1755,34333,7
1755,34537,8
1755,34602,3
1755,34666,7
1755,34826,6
1755,35129,1
1755,35451,5
1755,36717,8
1755,36811,7
1755,36855,7
1755,37053,6
1755,37113,3
1756,14734,6
1757,31459,7
1758,15016,8
1758,25677,6
1759,3992,5
1759,7670,10
1759,8952,10
1759,9473,10
1759,9793,7
1759,11846,9
1759,11950,9
1759,12564,10
1759,18135,5
1759,18286,10
1759,21752,10
1759,22418,2
1759,22963,1
1759,23145,8
1759,23911,10
1759,25637,7
1759,27110,10
1759,28304,10
1759,29800,8
1759,32780,8
1759,33526,8
1759,36542,4
1760,5947,4
1760,23261,10
1760,26768,6
1761,133,8
1761,33649,6
1761,34774,7
1762,4708,8
1762,7376,7
1762,7537,7
1762,27780,8
1763,4155,8
1763,23189,9
1763,33167,4
1764,12997,5
1764,20404,3
1764,21446,3
1764,23589,3
1764,28601,7
1765,12570,3
1766,13702,7
1766,16766,7
1766,17614,9
1766,21827,9
1766,23272,6
1766,25709,7
1766,26592,8
1766,30866,7
1766,31427,7
1766,32955,5
1766,34828,8
1767,559,4
1767,3436,7
1767,5364,3
1767,6405,5
1767,7376,5
1767,9902,3
1767,16677,1
1767,23001,4
1767,26468,3
1767,30909,2
1767,37001,2
1768,2614,14
1768,5446,10
1768,19332,6
1768,30091,8
1768,31608,4
1769,10203,10
1769,14738,7
1770,2298,7
1770,2644,4
1770,7500,6
1770,9747,1
1770,13733,1
1770,14912,10
1770,15080,9
1770,21806,7
1770,22401,10
1770,23670,9
1771,14599,10
1771,22304,9
1771,23507,5
1771,26218,5
1771,26578,9
1771,27409,1
1772,2561,8
1772,5647,2
1772,6423,9
1772,15971,10
1772,16019,7
1772,20594,5
1772,24547,10
1772,24639,8
1772,26621,7
1773,8214,5
1773,14508,7
1773,19785,3
1774,1048,9
1774,1117,10
1774,15500,9
1774,15678,10
1774,21362,8
1774,22028,9
1774,25629,8
1774,26196,1
1774,31515,7
1774,32983,10
1774,37065,9
1774,37099,9
1775,3272,7
1775,14721,7
1775,18043,10
1775,20428,10
1775,24021,10
1775,33404,6
1776,3213,10
1776,3662,4
1776,16735,2
1777,8983,10
1777,25694,9
1778,4558,9
1778,13797,9
1778,17949,3
1779,3275,9
1780,24479,3
1780,33957,7
1781,186,2
1781,626,9
1781,1432,7
1781,2143,9
1781,3974,9
1781,4115,5
1781,4722,8
1781,5157,9
1781,6058,5
1781,11714,9
1781,18726,8
1781,24832,10
1781,25382,7
1781,28481,8
1781,33670,7
1781,35110,8
1781,35442,10
1781,36526,8
1782,1538,6
1782,1841,8
1782,1978,6
1782,2074,7
1782,3427,7
1782,3985,5
1782,4138,8
1782,5198,8
1782,5677,8
1782,7280,8
1782,7386,9
1782,7884,10
1782,9160,7
1782,9760,6
1782,11391,7
1782,12538,8
1782,12775,7
1782,14011,7
1782,15735,9
1782,16690,7
1782,16740,5
1782,17038,8
1782,17835,7
1782,17984,6
1782,18344,10
1782,18412,6
1782,18693,8
1782,21020,6
1782,22001,8
1782,23077,10
1782,24274,8
1782,25397,6
1782,25450,7
1782,26178,9
1782,26525,7
1782,26841,4
1782,28139,9
1782,28518,7
1782,28737,7
1782,31731,10
1782,32868,9
1782,33155,8
1782,34667,8
1782,36034,6
1782,36602,8
1782,36847,4
1783,3456,6
1783,34799,8
1784,36344,8
1785,18546,9
1786,11012,10
1786,19452,7
1787,17207,10
1787,22521,2
1787,24626,10
1788,104,7
1788,11109,8
1788,11237,8
1788,11512,7
1788,11624,7
1788,18562,8
1788,19544,8
1789,8394,8
1789,29112,9
1789,34141,5
1790,3680,9
1790,4708,8
1790,6405,6
1790,10228,7
1790,11880,8
1790,11989,6
1790,13116,8
1790,13344,8
1790,17303,8
1790,21606,8
1790,23742,5
1790,25500,7
1790,26468,10
1790,28403,9
1790,30222,7
1791,170,4
1791,2522,10
1791,2623,9
1791,2642,8
1791,3828,8
1791,4853,8
1791,5699,8
1791,7632,9
1791,7635,9
1791,8013,9
1791,8216,9
1791,8394,9
1791,8939,7
1791,10173,7
1791,12828,2
1791,13886,9
1791,14101,7
1791,15983,10
1791,17152,9
1791,17389,10
1791,17676,10
1791,18645,7
1791,18830,9
1791,20941,8
1791,21157,9
1791,22304,9
1791,23862,6
1791,24372,8
1791,24958,10
1791,25229,9
1791,25444,9
1791,26454,10
1791,26468,10
1791,27820,6
1791,27836,5
1791,29355,9
1791,30516,8
1791,31914,6
1791,32337,6
1791,32842,8
1791,33598,10
1791,33609,8
1791,35498,7
1792,24804,9
1793,49,1
1793,252,6
1793,447,1
1793,595,7
1793,612,9
1793,663,2
1793,1181,5
1793,1192,8
1793,1448,8
1793,1755,6
1793,1760,6
1793,2148,6
1793,2158,3
1793,2686,6
1793,2754,5
1793,2825,4
1793,2962,6
1793,3004,7
1793,3007,3
1793,3036,3
1793,3050,6
1793,3413,9
1793,3437,4
1793,3568,3
1793,3623,7
1793,3654,5
1793,3665,7
1793,3764,7
1793,3864,3
1793,4043,7
1793,4105,10
1793,4295,8
1793,4735,9
1793,4747,8
1793,4895,3
1793,4967,9
1793,5612,6
1793,5655,9
1793,5797,7
1793,5901,6
1793,6183,7
1793,6299,6
1793,6391,8
1793,6446,10
1793,6473,6
1793,6574,5
1793,6773,9
1793,6821,9
1793,7033,7
1793,7124,6
1793,7138,1
1793,7199,3
1793,7517,9
1793,7621,6
1793,7758,8
1793,7792,3
1793,7803,4
1793,7862,7
1793,7913,7
1793,8298,7
1793,8384,2
1793,8548,8
1793,8572,3
1793,8576,7
1793,8797,7
1793,8844,8
1793,8925,7
1793,8959,5
1793,8978,2
1793,9012,8
1793,9069,5
1793,9125,7
1793,9164,7
1793,9437,6
1793,9576,8
1793,9762,6
1793,9830,2
1793,10170,9
1793,10454,6
1793,10488,7
1793,10672,9
1793,10734,6
1793,10736,7
1793,10913,7
1793,11092,8
1793,11126,5
1793,11137,5
1793,11210,6
1793,11247,5
1793,11513,6
1793,11965,4
1793,12354,10
1793,12409,8
1793,12637,7
1793,12752,6
1793,12769,8
1793,12873,4
1793,13115,8
1793,13246,8
1793,13520,5
1793,13782,9
1793,14055,7
1793,14169,7
1793,14174,6
1793,14239,8
1793,14271,7
1793,14293,6
1793,14366,7
1793,14535,9
1793,14562,6
1793,14599,7
1793,14784,10
1793,14790,5
1793,14839,7
1793,15016,8
1793,15060,6
1793,15103,9
1793,15152,4
1793,15203,5
1793,15274,5
1793,15328,2
1793,15431,6
1793,15623,8
1793,15631,6
1793,15667,8
1793,15917,5
1793,16031,3
1793,16090,7
1793,16099,9
1793,16172,3
1793,16221,7
1793,16304,7
1793,16375,5
1793,16431,2
1793,16481,7
1793,16511,7
1793,16584,10
1793,16613,7
1793,16913,6
1793,17000,6
1793,17004,4
1793,17149,5
1793,17391,7
1793,17494,6
1793,17723,6
1793,17833,3
1793,17862,7
1793,18056,2
1793,18060,8
1793,18174,6
1793,18354,8
1793,18357,7
1793,18405,9
1793,18427,4
1793,18483,6
1793,18608,7
1793,18717,8
1793,18798,8
1793,18881,4
1793,18916,8
1793,18976,3
1793,18985,3
1793,19052,6
1793,19345,6
1793,19370,8
1793,19861,8
1793,19938,7
1793,19968,6
1793,19975,7
1793,19987,8
1793,20003,6
1793,20213,3
1793,20255,9
1793,20278,7
1793,20399,5
1793,20552,2
1793,20599,6
1793,20604,7
1793,20696,6
1793,20790,7
1793,20878,6
1793,20882,9
1793,20885,7
1793,20933,7
1793,20975,7
1793,21036,2
1793,21084,5
1793,21237,5
1793,21336,7
1793,21446,7
1793,21486,1
1793,21601,8
1793,21655,5
1793,21661,9
1793,21700,2
1793,21760,7
1793,21810,5
1793,21976,4
1793,22147,8
1793,22155,8
1793,22230,7
1793,22290,2
1793,22334,7
1793,22515,2
1793,22570,8
1793,23081,8
1793,23120,6
1793,23224,5
1793,23412,8
1793,23692,9
1793,23785,7
1793,23898,7
1793,24442,5
1793,24476,2
1793,24515,7
1793,24626,10
1793,24662,8
1793,24786,10
1793,24898,7
1793,24992,8
1793,25082,8
1793,25111,7
1793,25215,4
1793,25307,6
1793,25444,7
1793,25778,6
1793,25976,3
1793,26028,10
1793,26109,6
1793,26173,8
1793,26214,8
1793,26342,6
1793,26420,7
1793,26435,7
1793,26440,6
1793,26465,5
1793,26507,6
1793,26547,8
1793,26578,5
1793,26668,6
1793,26762,7
1793,26791,1
1793,26888,6
1793,26923,6
1793,27109,2
1793,27114,3
1793,27141,7
1793,27220,8
1793,27409,8
1793,27414,6
1793,27650,7
1793,27969,8
1793,28083,7
1793,28320,7
1793,28715,5
1793,28716,6
1793,28717,7
1793,28836,6
1793,28931,7
1793,28943,5
1793,29057,6
1793,29109,7
1793,29114,1
1793,29199,9
1793,29229,4
1793,29421,6
1793,29615,7
1793,29947,9
1793,30087,9
1793,30156,1
1793,30247,1
1793,30405,7
1793,30533,3
1793,30544,5
1793,30729,5
1793,30942,5
1793,30961,3
1793,31223,3
1793,31275,6
1793,31276,6
1793,31593,4
1793,31668,7
1793,31726,6
1793,31912,5
1793,32136,7
1793,32614,6
1793,32615,3
1793,32656,7
1793,32775,5
1793,32836,7
1793,33014,8
1793,33166,5
1793,33213,8
1793,33353,5
1793,33439,3
1793,33516,7
1793,33707,7
1793,33939,7
1793,34043,10
1793,34081,4
1793,34125,7
1793,34340,6
1793,34483,7
1793,34640,6
1793,34766,4
1793,34783,5
1793,34789,1
1793,34826,5
1793,34869,7
1793,34954,7
1793,35092,7
1793,35306,5
1793,35475,7
1793,35481,4
1793,35533,7
1793,35585,3
1793,35594,7
1793,35754,7
1793,35760,8
1793,35805,6
1793,35831,4
1793,36157,10
1793,36333,7
1793,36769,9
1793,36903,7
1794,8108,8
1794,30266,9
1795,6552,9
1795,8866,3
1796,11827,1
1797,22620,4
1797,34954,10
1798,2464,5
1798,2958,8
1798,3515,9
1798,4205,5
1798,4444,9
1798,5248,9
1798,6580,6
1798,8902,5
1798,11688,7
1798,12340,8
1798,16111,9
1798,16501,9
1798,17597,9
1798,19109,8
1798,20084,7
1798,22238,10
1798,22959,8
1798,23030,10
1798,23516,9
1798,23783,14
1798,23986,8
1798,25529,7
1798,26340,9
1798,26998,5
1798,28083,9
1798,28196,8
1798,29656,10
1798,34070,8
1798,35247,10
1798,36691,9
1798,37065,8
1799,2956,6
1799,3541,7
1799,4762,10
1799,15950,2
1799,25430,6
1799,30486,4
1799,33350,8
1799,33726,10
1800,13119,5
1800,13367,5
1800,13784,6
1801,505,8
1801,7145,6
1801,12109,8
1801,15566,9
1801,21678,8
1801,23516,8
1801,33175,9
1802,11984,9
1803,2229,3
1803,3618,7
1803,6574,3
1803,12305,4
1803,14734,5
1803,14790,9
1803,16065,8
1803,17259,5
1803,19596,5
1803,19794,2
1803,21081,8
1803,22215,8
1803,23457,7
1803,23728,4
1803,23841,2
1803,25627,8
1803,29005,6
1803,34050,9
1803,36937,3
1804,16516,8
1805,5227,5
1805,9735,9
1805,17706,1
1805,30653,10
1805,33780,6
1806,8196,1
1806,23852,2
1806,26784,4
1806,28194,4
1806,28650,5
1806,31427,3
1806,31632,1
1806,33560,2
1807,8900,7
1807,9014,9
1807,10734,10
1807,25907,7
1807,30626,4
1808,759,8
1808,10963,4
1808,13733,7
1808,23451,8
1808,24834,9
1808,25568,6
1808,34994,6
1808,36812,5
1809,25082,9
1809,26736,10
1810,775,8
1811,1954,6
1811,5067,3
1811,14177,10
1811,15080,7
1811,19394,8
1811,22240,2
1811,24042,7
1811,25147,5
1811,25268,5
1811,26410,10
1811,30606,5
1811,32542,4
1811,33546,10
1812,12467,7
1812,32034,3
1813,52,9
1813,9415,8
1813,28102,8
1813,37033,9
1814,2134,7
1814,3190,7
1814,5002,7
1814,6066,8
1814,7152,7
1814,9266,7
1814,9607,8
1814,10491,7
1814,11576,7
1814,13572,9
1814,14648,7
1814,14912,7
1814,17820,7
1814,20513,4
1814,20891,7
1814,21679,7
1814,22349,7
1814,23322,6
1814,25063,7
1814,26009,8
1814,27567,6
1814,29015,7
1814,31208,6
1814,34311,5
1815,3841,10
1815,24345,10
1815,35965,10
1816,84,4
1816,8149,8
1816,10519,3
1816,12492,8
1816,13726,10
1816,15493,6
1816,18170,9
1816,18496,5
1816,23592,7
1816,24429,2
1816,28898,10
1816,30701,3
1816,35842,3
1817,14924,10
1817,29570,10
1817,31326,10
1818,23317,8
1819,10446,10
1819,28199,8
1819,29985,8
1820,22002,8
1821,7627,9
1821,25699,20
1821,33920,7
1822,3242,5
1822,4173,8
1822,6314,6
1822,6623,8
1822,9394,5
1822,11926,7
1822,12651,9
1822,13498,5
1822,13701,7
1822,13797,8
1822,13861,8
1822,14616,10
1822,14778,7
1822,15279,3
1822,16019,6
1822,18389,10
1822,19981,3
1822,21296,6
1822,21936,7
1822,25483,6
1822,26920,7
1822,31836,1
1822,32382,10
1822,35972,7
1823,17463,4
1823,22330,7
1823,28199,8
1824,2420,10
1824,4020,5
1824,6732,8
1824,8220,9
1824,11623,8
1824,17847,7
1824,22478,9
1824,29846,8
1824,32382,10
1824,33175,10
1824,34593,7
1824,35092,8
1825,33780,1
1826,7619,20
1826,9035,10
1826,10562,1
1826,21195,1
1826,30684,20
1826,33807,10
1827,7657,7
1827,8752,7
1827,15743,10
1827,19478,8
1827,20348,6
1827,30287,6
1827,31924,7
1827,35129,7
1828,6578,10
1828,11259,10
1829,30595,8
1830,26210,3
1831,5165,7
1831,11618,1
1831,11774,7
1831,20759,8
1831,23012,8
1831,25829,7
1831,36319,3
1832,23978,9
1833,843,5
1833,1904,5
1833,3070,1
1833,3387,2
1833,4039,3
1833,4955,1
1833,7497,2
1833,9723,5
1833,11717,2
1833,13524,7
1833,17152,2
1833,18049,2
1833,19001,1
1833,19171,2
1833,20538,1
1833,20585,7
1833,20704,8
1833,23039,2
1833,23817,8
1833,23893,6
1833,25300,1
1833,25526,3
1833,26905,5
1833,26916,8
1833,28527,7
1833,28946,5
1833,31250,2
1833,31287,6
1833,33076,5
1833,33574,8
1834,28466,9
1835,12102,9
1835,15452,9
1835,32337,9
1836,66,9
1836,114,7
1836,266,7
1836,2394,10
1836,2401,10
1836,2522,9
1836,3331,8
1836,4475,8
1836,4893,9
1836,6314,7
1836,7621,6
1836,8301,7
1836,10082,10
1836,10625,8
1836,10645,10
1836,11080,7
1836,13781,7
1836,14532,7
1836,14579,6
1836,14988,9
1836,15373,8
1836,15687,9
1836,17745,8
1836,17948,9
1836,18139,8
1836,18645,6
1836,19020,8
1836,19481,5
1836,19637,7
1836,19813,9
1836,20255,7
1836,21765,9
1836,22328,9
1836,23211,7
1836,23507,10
1836,23580,8
1836,23775,7
1836,24028,8
1836,25694,7
1836,25938,9
1836,25952,10
1836,26028,7
1836,26346,8
1836,27221,6
1836,27451,10
1836,27660,8
1836,27824,7
1836,27856,7
1836,29452,8
1836,30863,8
1836,32038,7
1836,33087,6
1836,33957,8
1836,34403,7
1836,34633,9
1836,35300,9
1836,36057,7
1836,36663,9
1836,36815,8
1837,432,8
1837,9893,7
1837,16616,7
1837,23145,8
1838,35243,10
1839,3097,10
1839,3930,7
1839,5733,7
1839,11570,8
1839,13240,10
1839,15687,8
1839,20747,10
1839,22017,7
1839,25608,2
1840,54,3
1840,1360,3
1840,1810,3
1840,5850,7
1840,6255,3
1840,6794,8
1840,7368,3
1840,11226,7
1840,17380,1
1840,17988,4
1840,22102,3
1840,22341,8
1840,23951,2
1840,24596,8
1840,28190,10
1840,28415,9
1840,34319,4
1841,473,10
1841,3387,10
1841,10642,8
1841,17389,10
1841,26197,12
1841,28691,2
1841,31377,9
1841,34472,10
1841,36056,10
1841,36338,10
1841,36599,10
1842,19178,5
1842,22237,10
1842,23851,10
1843,7031,6
1843,26846,10
1844,562,10
1844,1814,10
1844,2712,1
1844,14101,10
1844,14839,8
1844,15469,10
1844,16223,10
1844,20635,7
1844,22976,10
1844,27824,3
1844,32332,7
1845,19502,8
1846,4517,4
1846,9577,10
1846,20468,9
1846,28415,10
1846,29909,8
1847,15376,5
1847,21187,6
1847,31971,3
1848,4386,3
1848,20255,10
1848,22075,9
1848,29654,10
1848,30131,9
1848,35300,10
1848,36869,9
1849,1397,7
1849,6552,10
1849,7824,6
1849,15697,5
1849,25499,9
1850,10915,8
1850,32212,10
1851,30159,7
1852,222,1
1852,476,5
1852,562,8
1852,595,6
1852,1438,3
1852,2675,8
1852,2892,10
1852,3114,6
1852,3288,8
1852,4107,8
1852,4215,3
1852,5527,5
1852,6885,6
1852,7531,1
1852,7657,6
1852,7926,6
1852,8402,4
1852,8555,4
1852,9149,5
1852,9930,5
1852,10173,3
1852,10666,6
1852,10802,8
1852,11935,1
1852,12077,5
1852,12348,5
1852,14788,6
1852,15452,6
1852,15826,3
1852,16090,7
1852,16825,9
1852,16919,6
1852,22146,4
1852,25912,7
1852,26468,8
1852,27314,7
1852,27420,6
1852,28127,8
1852,28452,9
1852,29172,6
1852,29901,2
1852,30164,6
1852,35247,10
1853,100,8
1853,114,8
1853,254,9
1853,561,6
1853,1415,7
1853,2012,9
1853,6039,9
1853,6669,7
1853,6721,8
1853,7076,7
1853,8284,7
1853,8834,9
1853,8923,7
1853,10026,5
1853,10262,6
1853,10305,7
1853,12305,3
1853,13016,7
1853,13214,4
1853,14328,7
1853,14669,6
1853,14872,9
1853,15574,6
1853,15662,6
1853,15971,6
1853,16057,8
1853,16339,7
1853,16484,3
1853,16825,8
1853,16845,9
1853,17193,6
1853,17380,8
1853,17782,6
1853,18297,7
1853,18966,8
1853,19858,8
1853,19860,7
1853,19907,4
1853,20080,9
1853,20213,6
1853,20803,8
1853,20907,7
1853,22341,7
1853,22618,5
1853,23833,6
1853,25007,8
1853,26769,6
1853,27131,7
1853,27481,7
1853,28236,8
1853,28568,6
1853,28634,8
1853,30100,7
1853,30119,6
1853,30453,9
1853,30728,8
1853,30995,8
1853,31713,6
1853,31871,8
1853,32212,5
1853,32992,8
1853,34924,8
1853,35149,8
1853,35649,7
1853,35760,6
1854,7421,9
1854,27610,8
1854,29310,8
1855,11005,8
1855,11752,6
1855,17205,7
1855,27409,1
1855,31239,8
1856,27824,8
1856,33974,1
1857,1583,1
1857,11618,2
1858,5361,4
1858,12102,2
1858,13886,6
1858,18427,3
1859,19215,10
1859,35969,10
1860,36337,8
1861,8071,5
1861,29578,6
1862,1456,8
1862,2127,8
1862,12373,7
1862,21045,3
1862,21404,6
1862,23167,8
1862,27319,5
1862,27892,6
1862,29193,4
1862,29815,7
1863,3340,3
1863,7376,5
1863,10938,10
1863,16509,10
1863,33092,8
1864,5854,9
1864,6643,10
1864,12362,7
1864,25694,4
1864,25978,6
1864,35092,7
1865,7811,10
1865,20517,8
1865,26018,3
1865,33598,10
1866,26594,9
1867,6741,9
1867,17856,10
1868,8519,10
1868,31161,10
1869,6825,9
1869,17155,6
1869,24849,8
1869,32380,5
1870,4469,6
1870,8049,5
1870,9303,6
1871,4,4
1871,6249,8
1871,9426,8
1871,16755,9
1872,4228,10
1872,19163,5
1873,3216,9
1873,10415,6
1873,19565,2
1873,24880,9
1874,6430,1
1874,11259,10
1874,11926,10
1874,22211,8
1875,41,7
1875,294,8
1875,300,6
1875,492,7
1875,585,3
1875,749,8
1875,973,7
1875,1040,5
1875,1083,8
1875,1163,6
1875,1211,8
1875,1805,9
1875,2203,6
1875,2286,8
1875,2641,8
1875,2745,5
1875,2875,6
1875,3260,9
1875,3328,10
1875,3546,7
1875,3595,7
1875,3697,7
1875,3790,9
1875,3803,7
1875,3960,10
1875,4007,7
1875,4113,9
1875,4223,10
1875,4606,10
1875,4903,9
1875,5316,7
1875,5442,8
1875,5464,9
1875,6056,9
1875,7082,6
1875,7110,7
1875,7236,5
1875,7261,8
1875,7476,8
1875,7494,7
1875,7634,6
1875,8349,8
1875,8417,3
1875,8480,8
1875,8539,8
1875,8795,7
1875,8852,8
1875,8867,8
1875,8903,9
1875,9318,10
1875,9365,9
1875,9445,9
1875,10337,8
1875,10393,5
1875,10475,7
1875,10623,9
1875,10888,7
1875,11709,8
1875,12240,3
1875,12310,6
1875,12450,10
1875,12586,8
1875,13007,7
1875,13194,7
1875,13243,6
1875,13516,10
1875,13560,6
1875,13644,4
1875,13708,7
1875,13893,8
1875,14102,10
1875,14621,7
1875,14961,8
1875,15003,10
1875,15020,8
1875,15443,8
1875,15696,8
1875,15757,6
1875,15820,9
1875,15909,8
1875,16050,5
1875,16263,7
1875,16401,10
1875,16568,4
1875,16914,8
1875,16957,10
1875,16999,7
1875,17029,7
1875,17171,7
1875,17229,8
1875,17275,8
1875,17593,10
1875,17824,7
1875,17894,6
1875,18456,7
1875,18788,8
1875,19004,8
1875,19584,9
1875,19592,9
1875,19645,5
1875,19648,8
1875,19751,6
1875,19796,7
1875,20067,9
1875,20662,4
1875,20681,8
1875,20934,10
1875,20968,8
1875,21302,9
1875,21425,8
1875,21567,7
1875,21641,8
1875,21775,10
1875,21800,10
1875,22063,5
1875,22440,7
1875,22594,8
1875,22880,10
1875,22920,10
1875,23016,8
1875,23141,8
1875,24271,8
1875,24305,7
1875,24524,8
1875,24666,4
1875,24732,10
1875,24889,7
1875,25505,7
1875,25709,8
1875,25776,7
1875,25950,9
1875,25971,10
1875,26079,8
1875,26222,10
1875,26237,9
1875,26730,7
1875,26752,7
1875,27216,8
1875,27304,9
1875,27430,7
1875,27546,8
1875,27779,7
1875,27864,8
1875,28034,10
