userId, testItems
4, 1 2 3 4 5
5, 1269 2762 9676 35637 10
8, 8134 8846 9404 10005 10798
9, 1265 5425 27629 30287 30468
13, 15469 1 2 3 4
18, 23976 1076 1448 10059 15743
19, 4269 13651 3465 616 34657
23, 1 2 3 4 5
26, 13069 24256 28592 1 2
29, 24217 1 2 3 4
31, 10963 17126 1 2 3
32, 15112 19578 25987 1 2
33, 1 2 3 4 5
35, 457 9349 21910 22731 25312
37, 11465 1 2 3 4
51, 15973 20941 88 10059 11707
52, 16653 3773 6109 7542 9402
53, 4708 17925 6725 14532 19072
54, 25952 570 1338 1378 2508
61, 12502 18615 27711 1 2
64, 88 8216 11707 11752 15973
69, 405 1034 1832 2764 3614
76, 11863 36163 1 2 3
78, 6612 20495 35300 1 2
79, 2134 10734 21195 1 2
85, 876 17645 17193 20877 1
89, 21157 1 2 3 4
92, 3164 1 2 3 4
93, 4554 14738 33628 4034 2270
95, 7876 1853 3216 17082 36204
100, 4223 7522 11133 11554 12535
104, 10149 1108 3260 4523 8867
105, 17782 1 2 3 4
109, 16004 2623 26621 29046 31341
110, 5828 10976 22482 22787 27860
111, 2041 2464 8233 9693 12866
112, 6725 14532 19072 30053 33515
122, 2041 16451 23949 10602 10933
126, 1107 1304 3283 3501 3768
131, 14648 27152 1 2 3
132, 34081 1 2 3 4
136, 12102 17648 21412 9980 1
140, 22104 25304 1 2 3
144, 1 2 3 4 5
145, 13040 18439 31345 1 2
146, 8394 12873 20777 21412 1
151, 12653 23338 35775 35903 30833
152, 19566 25477 29507 9 199
155, 613 10232 22908 698 924
156, 4554 14738 33628 8216 11458
160, 1 2 3 4 5
162, 644 5946 15037 16886 18807
164, 14789 1 2 3 4
165, 16613 1 2 3 4
166, 1073 1 2 3 4
169, 3272 22533 1 2 3
173, 2675 6871 9576 10410 14988
179, 1834 14169 16503 18178 20264
184, 16155 19817 32463 12102 21412
185, 12556 15959 29885 8927 11730
186, 6643 8336 8967 12523 13726
187, 623 17364 13417 22002 34706
189, 31992 8146 25278 30340 1
190, 11131 12458 30201 1 2
191, 1 2 3 4 5
197, 2073 4246 5054 10515 11398
205, 1 2 3 4 5
208, 1 2 3 4 5
209, 12492 19718 24834 36193 1
217, 1 2 3 4 5
218, 13069 24256 28592 368 1192
222, 16491 17782 18170 18741 1
223, 6828 9997 10133 10261 13173
234, 88 6068 6623 8216 11707
240, 14583 7086 8959 17833 19396
246, 9723 23816 13192 1 2
247, 269 10334 15221 28431 1
250, 1 2 3 4 5
257, 7274 32674 1 2 3
258, 7758 1 2 3 4
268, 1 2 3 4 5
269, 1 2 3 4 5
270, 1 2 3 4 5
274, 3077 21505 1 2 3
278, 12635 15971 31428 2871 6956
281, 1076 15743 1448 8394 32019
288, 15888 36587 1 2 3
294, 11731 29584 35473 19127 22976
296, 18741 1 2 3 4
299, 20878 30834 13897 14960 30263
301, 36354 397 7763 28162 29306
308, 17383 18200 1 2 3
310, 1 2 3 4 5
312, 5054 1 2 3 4
314, 15352 22806 26658 1 2
318, 1 2 3 4 5
321, 5352 11529 21245 27477 29650
326, 28347 33925 1 2 3
327, 17301 30261 36865 36706 582
333, 16825 1 2 3 4
336, 23188 32591 36248 1 2
337, 598 10491 11107 12426 14111
339, 5945 17782 18741 31626 2536
344, 14538 16001 782 12892 1
350, 8732 29521 36718 21661 30616
353, 1 2 3 4 5
355, 13963 18755 23843 1 2
359, 997 1017 19553 31129 31791
361, 7274 32674 1 2 3
364, 1192 25925 1 2 3
365, 9693 22579 33961 16107 19322
374, 2049 4064 9233 10446 13651
375, 2911 2464 8233 1 2
376, 1 2 3 4 5
378, 17011 17756 18063 27753 2541
379, 1 2 3 4 5
380, 3077 7704 8476 30717 36775
383, 1 2 3 4 5
385, 1 2 3 4 5
388, 8001 16257 12651 21786 29191
390, 10645 35972 1 2 3
393, 366 2442 5644 17936 13530
