userId,testItems
4, 1 2 3 4 5
5, 1269 2762 9676 35637 10
8, 8134 9404 10005 10798 13042
9, 30287 1 2 3 4
13, 15469 1 2 3 4
18, 23976 1076 1448 15743 16787
19, 13651 3465 34657 2989 18723
23, 1 2 3 4 5
26, 13069 1 2 3 4
29, 24217 1 2 3 4
31, 10963 17126 1 2 3
32, 15112 25987 1 2 3
33, 1 2 3 4 5
35, 22731 36350 1 2 3
37, 11465 1 2 3 4
51, 88 11707 11752 27352 28750
52, 16653 6109 37101 1 2
53, 6725 14532 30053 33515 14844
54, 25952 570 1338 1378 2508
61, 18615 27711 1 2 3
64, 8216 11752 15973 31107 32287
69, 3614 15599 2417 13922 14617
76, 11863 36163 1 2 3
78, 35300 1 2 3 4
79, 2134 10734 1 2 3
85, 876 17193 20877 1 2
89, 21157 1 2 3 4
92, 3164 1 2 3 4
93, 4554 14738 33628 2270 3545
95, 7876 36204 2049 6973 25421
100, 4223 7522 11133 11554 12535
104, 10149 8867 11916 15558 1
105, 17782 1 2 3 4
109, 16004 2623 26621 29046 31341
110, 10976 9973 1 2 3
111, 12866 2041 2464 9693 13651
112, 6725 14532 30053 33515 1
122, 2041 16451 23949 10602 14634
126, 1304 3768 7168 8996 10976
131, 14648 27152 1 2 3
132, 1 2 3 4 5
136, 12102 21412 1 2 3
140, 22104 1 2 3 4
144, 1 2 3 4 5
145, 18439 31345 1 2 3
146, 8394 12873 21412 1 2
151, 12653 23338 35775 35903 30833
152, 29507 199 716 755 776
155, 613 10232 22908 14006 1
156, 4554 14738 33628 11458 11752
160, 1 2 3 4 5
162, 5946 15037 33037 22473 17893
164, 14789 1 2 3 4
165, 16613 1 2 3 4
166, 1 2 3 4 5
169, 22533 1 2 3 4
173, 9576 10410 16659 23081 32520
179, 14169 16503 18178 20264 26046
184, 16155 19817 32463 22504 1
185, 12556 15959 29885 11730 11903
186, 8336 8967 12523 13726 16451
187, 623 17364 22002 34706 3538
189, 31992 8146 1 2 3
190, 12458 30201 1 2 3
191, 1 2 3 4 5
197, 4246 10515 11398 17000 20920
205, 1 2 3 4 5
208, 1 2 3 4 5
209, 24834 36193 1 2 3
217, 1 2 3 4 5
218, 13069 368 1192 1 2
222, 16491 18170 1 2 3
223, 6828 9997 10133 13173 14668
234, 88 6623 8216 11707 11752
240, 14583 7086 8959 17833 19396
246, 23816 1 2 3 4
247, 269 10334 15221 28431 1
250, 1 2 3 4 5
257, 7274 32674 1 2 3
258, 7758 1 2 3 4
268, 1 2 3 4 5
269, 1 2 3 4 5
270, 1 2 3 4 5
274, 3077 1 2 3 4
278, 6956 17429 17853 36583 1
281, 1076 15743 1448 8394 32019
288, 15888 36587 1 2 3
294, 11731 29584 35473 19127 22976
296, 18741 1 2 3 4
299, 20878 30834 30263 8529 11116
301, 36354 7763 28162 29306 1
308, 17383 18200 1 2 3
310, 1 2 3 4 5
312, 1 2 3 4 5
314, 15352 22806 26658 1 2
318, 1 2 3 4 5
321, 11529 21245 29650 29642 7212
326, 28347 1 2 3 4
327, 17301 30261 36706 17400 1
333, 16825 1 2 3 4
336, 23188 32591 36248 1 2
337, 598 11107 14111 1 2
339, 31626 2886 36020 29046 31341
344, 782 12892 1 2 3
350, 8732 29521 36718 30616 18142
353, 1 2 3 4 5
355, 13963 23843 1 2 3
359, 997 1017 31129 31791 33757
361, 7274 32674 1 2 3
364, 1192 1 2 3 4
365, 9693 22579 33961 16107 19322
374, 2049 9233 13651 88 368
375, 2911 1 2 3 4
376, 1 2 3 4 5
378, 17011 17756 18063 2541 1
379, 1 2 3 4 5
380, 3077 7704 8476 26585 30717
383, 1 2 3 4 5
385, 1 2 3 4 5
388, 12651 21786 29191 35903 1
390, 10645 1 2 3 4
393, 2442 17936 13530 16687 17207
399, 8216 11752 15973 33266 1
401, 3078 4708 7306 10515 10701
405, 23833 25529 1 2 3
412, 12556 15959 29885 18242 1
