userId,testItems
4, 1 2 3 4 5
5, 1269 2762 9676 13502 35637
8, 8134 13042 14470 17821 19014
9, 1265 5425 27629 30287 30468
13, 15469 1 2 3 4
18, 23976 1076 1448 10059 15743
19, 4269 13651 3465 34657 2989
23, 33562 1 2 3 4
26, 13069 24256 1 2 3
29, 24217 1 2 3 4
31, 10963 17126 1 2 3
32, 15112 19578 25987 1316 7351
33, 1 2 3 4 5
35, 457 9349 21910 22731 25312
37, 11465 1 2 3 4
51, 15973 20941 88 10059 11707
52, 11557 16653 28294 23968 6109
53, 4708 17925 23282 29833 3110
54, 25952 570 1338 1378 2508
61, 9373 16163 23709 29921 30245
64, 88 8216 11707 11752 15973
69, 405 1034 1154 1832 2704
76, 11863 36163 1 2 3
78, 6612 20495 35300 1 2
79, 2134 10734 1 2 3
85, 876 17645 17193 20877 1
89, 30308 21157 1 2 3
92, 1 2 3 4 5
93, 4554 14738 33628 4034 2270
95, 7876 32083 1853 3216 17082
100, 4223 7522 11133 11554 12535
104, 10149 24805 34638 4523 8867
105, 17782 1 2 3 4
109, 16004 2623 26621 29046 31341
110, 2031 2192 3501 4226 5828
111, 12866 2041 9693 13651 13726
112, 6725 14532 19072 30053 33515
122, 2041 9473 16451 23949 36803
126, 176 233 1107 1304 2031
131, 14648 19494 27152 30603 1
132, 14644 1 2 3 4
136, 12102 21412 1 2 3
140, 22104 25304 1 2 3
144, 1 2 3 4 5
145, 18439 31345 1 2 3
146, 8394 12873 20777 21412 1
151, 12653 23338 32684 33707 35775
152, 2301 8452 11385 16917 18283
155, 613 10232 22908 1 2
156, 4554 14738 33628 8216 11458
160, 4905 12693 1 2 3
162, 28 226 644 2893 3120
164, 14789 1 2 3 4
165, 8173 19240 25421 31887 33361
166, 7019 25679 1 2 3
169, 3272 22433 22533 36962 1
173, 2675 6871 9576 10410 14988
179, 1834 14169 16503 18178 20264
184, 16155 32463 12102 21157 21412
185, 473 12556 15959 29885 17471
186, 4904 6643 8170 8336 8967
187, 28522 31479 8024 17364 1482
189, 12350 16211 22727 28304 29673
190, 11131 12458 30201 1 2
191, 1 2 3 4 5
197, 4246 8109 9290 10515 11398
205, 1 2 3 4 5
208, 1 2 3 4 5
209, 12492 19718 36193 1 2
217, 10069 1 2 3 4
218, 13069 24256 1192 1 2
222, 16491 18170 1 2 3
223, 6828 9997 10133 10261 13173
234, 88 6068 6623 8216 11707
240, 14583 19396 35281 1 2
246, 23816 1 2 3 4
247, 10334 15221 1 2 3
250, 1 2 3 4 5
257, 7274 32674 1 2 3
258, 12676 18148 21725 24901 27097
268, 1 2 3 4 5
269, 16546 1 2 3 4
270, 1 2 3 4 5
274, 3077 21505 1 2 3
278, 1654 2871 6956 11589 12721
281, 1076 15743 1448 32019 1873
288, 15888 1 2 3 4
294, 11731 29584 35473 19127 22976
296, 18741 1 2 3 4
299, 20878 30834 21997 31010 14960
301, 36354 7763 28162 29306 34746
308, 17383 18200 1 2 3
310, 17794 35303 1 2 3
312, 1 2 3 4 5
314, 15352 17771 18768 22806 26658
318, 9352 27065 35455 1 2
321, 5352 11529 21245 27477 29650
326, 404 923 2193 10461 11668
327, 6641 6820 10619 14056 17301
333, 5039 16825 1 2 3
336, 23188 32591 36248 1 2
337, 598 11107 12426 14111 1
339, 5945 31626 2536 2886 11579
344, 6442 14538 16001 782 12892
350, 8732 29521 36718 30616 4665
353, 3736 1 2 3 4
355, 13963 18755 23843 23571 1
359, 997 1017 5253 5525 11580
361, 7274 32674 1 2 3
364, 1192 1 2 3 4
365, 9693 22579 33961 3515 4249
374, 2049 4064 9233 13651 88
375, 2911 1 2 3 4
376, 1 2 3 4 5
378, 10278 17011 17756 18063 27753
379, 1 2 3 4 5
380, 3077 7704 8476 21910 26325
383, 1 2 3 4 5
385, 22007 1 2 3 4
388, 8001 11131 16257 20264 34994
390, 12676 18148 21725 24901 27097
393, 366 2442 5644 17936 13530
399, 5494 21818 88 8216 11707
401, 2909 3078 4708 5166 7306
405, 23833 25529 1 2 3
412, 473 12556 15959 29885 33765
413, 2041 13726 16451 20955 1076
415, 1 2 3 4 5
418, 17041 30137 1 2 3
431, 10334 15221 2034 9027 9226
433, 11758 25938 11624 14579 31107
441, 14532 21799 23571 8549 5884
443, 11752 88 8216 11707 15973
445, 1397 2561 2623 2886 21495
449, 2161 30391 1 2 3
456, 1 2 3 4 5
458, 176 233 1107 3283 3501
459, 14197 1 2 3 4
463, 5951 27569 1 2 3
466, 1 2 3 4 5
477, 1076 7480 15743 31601 266
478, 28203 28966 1 2 3
481, 12347 30428 30810 2909 11868
487, 7592 11989 25936 35158 2414
488, 26474 1 2 3 4
491, 5834 15932 17833 1 2
494, 34084 1 2 3 4
503, 5884 27736 28473 29383 35100
504, 1 2 3 4 5
508, 7811 16687 16803 19426 23336
509, 6828 9997 10133 18088 20139
510, 1 2 3 4 5
511, 3272 9294 22776 33562 1
516, 5578 17782 3993 9239 11042
524, 3272 9294 22776 33562 30739
527, 17648 1448 15743 32019 1
531, 1 2 3 4 5
532, 1 2 3 4 5
541, 8724 13668 33276 33967 1
542, 4554 14738 33628 1 2
543, 1 2 3 4 5
549, 13257 6860 7516 13843 20482
551, 16687 16803 23336 34602 1
559, 12528 19159 19465 24237 28021
565, 8085 10108 377 877 14607
568, 2068 15452 1 2 3
569, 9237 17193 31924 13160 2417
572, 4475 1 2 3 4
582, 30391 1 2 3 4
589, 23833 32287 1 2 3
590, 16687 16803 23336 34602 1
592, 3458 37101 1 2 3
595, 16890 34340 1 2 3
599, 4708 5166 8134 10701 13042
600, 1489 3067 15176 16632 22849
603, 3515 6627 14118 20256 36663
605, 88 8216 11707 11752 15973
606, 14372 31107 32287 26956 27824
615, 5945 1 2 3 4
616, 1316 19887 1 2 3
617, 2031 2192 3501 3790 4226
621, 27271 1 2 3 4
632, 22224 1 2 3 4
643, 17881 31830 1 2 3
646, 1162 3528 6471 1 2
651, 27163 1 2 3 4
652, 25938 4228 21997 31010 36889
653, 24942 25626 30803 31648 33761
654, 5 47 65 98 106
658, 13502 1 2 3 4
659, 1709 1 2 3 4
663, 2561 2623 9014 21495 25730
665, 7114 11989 26254 33598 1
673, 1 2 3 4 5
675, 5905 8001 8216 8461 11458
680, 7274 32674 12491 2134 10734
681, 4708 5166 10701 17925 26394
684, 2712 17383 30019 30622 33475
691, 1041 5681 9294 19683 19798
696, 1 2 3 4 5
700, 4381 8810 10170 24560 6612
705, 22029 36962 3584 6446 31355
706, 1 2 3 4 5
710, 1 2 3 4 5
712, 17648 1076 1448 32019 2561
713, 2561 2623 2886 21495 26621
715, 1 2 3 4 5
717, 33672 19597 33071 35708 16004
722, 14572 15500 1663 2659 22346
725, 1 2 3 4 5
729, 220 394 519 769 786
733, 12676 21725 27097 32928 34043
739, 19516 24231 457 9349 21910
741, 17648 1448 1470 2712 6725
744, 1 2 3 4 5
747, 11752 88 8216 11707 15973
750, 6263 10334 15221 1 2
757, 1853 3216 17082 1 2
759, 12524 13459 22104 32636 33755
761, 13160 20495 28199 30019 1
773, 250 2003 14089 15111 16914
777, 23827 36620 1 2 3
780, 14055 28992 2750 3551 5612
782, 2049 9233 13651 3515 14118
784, 2053 4282 30320 1 2
787, 1397 2561 2623 26621 29046
788, 1 2 3 4 5
789, 9902 13160 32287 1 2
791, 4447 14489 644 3598 7731
792, 1746 2829 17938 20947 21647
796, 6623 31924 33660 6997 14001
801, 20798 8341 10723 14522 14565
806, 12941 24991 1 2 3
808, 7157 7279 17979 36338 36935
810, 10859 1 2 3 4
813, 5494 21818 3628 5166 7475
816, 3435 25860 5115 6321 7166
820, 52 79 89 113 273
826, 7951 10040 13715 24900 37111
827, 1192 9514 219 3134 3974
828, 15885 26256 29394 582 1530
831, 14800 6494 12426 13011 16302
833, 603 29642 61 104 273
834, 4198 12556 22312 26712 34448
835, 1 2 3 4 5
839, 13257 1267 12682 15983 36338
850, 16076 19419 2642 8635 16667
852, 8099 9933 18434 23211 28203
853, 17882 10305 17607 1 2
