userId, testItems
4, 1 2 3 4 5
5, 5170 7495 20897 30745 1
8, 6788 8045 13951 14484 22006
9, 1 2 3 4 5
13, 29384 1 2 3 4
18, 4534 22656 33147 4617 15865
19, 1296 7178 18022 18396 19139
23, 1 2 3 4 5
26, 1 2 3 4 5
29, 1 2 3 4 5
31, 1 2 3 4 5
32, 3747 12474 23575 25052 25431
33, 3665 1 2 3 4
35, 21837 24824 27107 1 2
37, 2340 3308 8265 14292 24921
51, 1016 9598 13934 17326 22246
52, 1932 4353 12666 17035 21624
53, 1 2 3 4 5
54, 6267 8926 10253 11939 14691
61, 19314 1 2 3 4
64, 1 2 3 4 5
69, 196 8792 11818 12510 14972
76, 5551 12267 1 2 3
78, 1 2 3 4 5
79, 4917 5891 12141 15974 17026
85, 1 2 3 4 5
89, 1 2 3 4 5
92, 1 2 3 4 5
93, 398 436 860 865 1514
95, 987 3056 6453 22228 22531
100, 1 2 3 4 5
104, 3723 8768 16248 17545 1
105, 1 2 3 4 5
109, 1 2 3 4 5
110, 22530 26686 29209 1 2
111, 1232 1681 5132 8735 9938
112, 1 2 3 4 5
122, 2340 3308 14292 24921 25004
126, 1 2 3 4 5
131, 7399 31154 34312 1 2
132, 1 2 3 4 5
136, 1 2 3 4 5
140, 1 2 3 4 5
144, 8057 8462 8468 8734 10136
145, 13934 14190 15816 21208 25924
146, 1 2 3 4 5
151, 1 2 3 4 5
152, 8357 15832 18771 33975 254
155, 1 2 3 4 5
156, 1 2 3 4 5
160, 1 2 3 4 5
162, 4526 7615 19288 20922 22714
164, 1232 5132 9938 11148 13003
165, 3896 5087 14276 23058 26684
166, 13719 15098 15185 17823 25450
169, 1 2 3 4 5
173, 6788 8045 8223 13226 14484
179, 3896 5087 14276 23058 26684
184, 1 2 3 4 5
185, 3209 657 4791 18650 29656
186, 1 2 3 4 5
187, 27813 14402 32199 34668 126
189, 9165 32972 36402 1 2
190, 1 2 3 4 5
191, 6554 32957 1 2 3
197, 1694 5014 9991 11836 12631
205, 1 2 3 4 5
208, 1 2 3 4 5
209, 72 3056 6453 7185 7453
217, 1 2 3 4 5
218, 1 2 3 4 5
222, 1755 25411 32438 12366 15817
223, 32010 1 2 3 4
234, 1 2 3 4 5
240, 1 2 3 4 5
246, 5136 9664 28785 34094 34575
247, 1 2 3 4 5
250, 410 2259 2478 5481 11894
257, 1 2 3 4 5
258, 1 2 3 4 5
268, 4544 21639 1 2 3
269, 1383 2004 24253 1 2
270, 1 2 3 4 5
274, 1 2 3 4 5
278, 789 14574 18941 33911 5598
281, 1 2 3 4 5
288, 4992 9146 10936 12416 12972
294, 1 2 3 4 5
296, 1 2 3 4 5
299, 3101 7666 8175 11895 19090
301, 13418 36427 3511 6832 10289
308, 22809 1 2 3 4
310, 1 2 3 4 5
312, 1 2 3 4 5
314, 6788 14484 8045 14487 22006
318, 1 2 3 4 5
321, 1 2 3 4 5
326, 1 2 3 4 5
327, 6889 10739 10870 11394 14403
333, 1 2 3 4 5
336, 1 2 3 4 5
337, 1368 1935 2418 7883 8892
339, 11634 616 13364 15935 17366
344, 2854 4123 6778 7010 8534
350, 29841 196 2558 2852 4507
353, 1 2 3 4 5
355, 1 2 3 4 5
359, 5247 16227 27192 34566 789
361, 1 2 3 4 5
364, 1 2 3 4 5
365, 30269 3233 5108 5712 5836
374, 10960 12495 1894 4029 8344
375, 1 2 3 4 5
376, 1 2 3 4 5
378, 1 2 3 4 5
379, 1 2 3 4 5
380, 1493 5367 9658 15499 22213
383, 1 2 3 4 5
385, 1 2 3 4 5
388, 2763 2930 3779 5812 8670
390, 1 2 3 4 5
393, 3056 3966 6453 10711 19016
399, 1 2 3 4 5
401, 7806 12632 26144 30032 1409
405, 1 2 3 4 5
412, 25178 7060 24773 29552 34937
413, 29995 12731 3516 5330 11598
415, 9214 11356 31967 1 2
418, 19505 1 2 3 4
431, 65 5150 6888 9890 11503
433, 31509 1 2 3 4
441, 1 2 3 4 5
443, 10878 20906 1021 12041 21289
445, 18867 34880 1 2 3
449, 990 14375 17270 34237 1510
456, 1 2 3 4 5
458, 1 2 3 4 5
459, 1 2 3 4 5
463, 1330 10751 16997 28029 1
466, 1 2 3 4 5
477, 6130 23428 447 669 727
478, 1 2 3 4 5
481, 1 2 3 4 5
487, 1 2 3 4 5
488, 1 2 3 4 5
491, 1 2 3 4 5
494, 1 2 3 4 5
503, 11829 15104 16555 16967 18262
504, 1 2 3 4 5
508, 1 2 3 4 5
509, 1 2 3 4 5
510, 1 2 3 4 5
511, 1 2 3 4 5
516, 30110 17499 18098 20191 24960
524, 8915 10565 18073 34139 36530
527, 1 2 3 4 5
531, 4917 17026 17879 27994 35213
532, 1 2 3 4 5
541, 1 2 3 4 5
542, 1 2 3 4 5
543, 1 2 3 4 5
549, 220 12447 13092 14680 20492
551, 1 2 3 4 5
559, 1 2 3 4 5
565, 5461 7084 8270 9101 9176
568, 1 2 3 4 5
569, 3548 3624 3999 5329 10151
572, 1 2 3 4 5
582, 1 2 3 4 5
589, 1 2 3 4 5
590, 1 2 3 4 5
592, 1206 2491 4864 4928 8829
595, 2149 8296 11656 26052 29809
599, 5170 7495 16703 30745 2011
600, 1 2 3 4 5
603, 1 2 3 4 5
605, 1 2 3 4 5
606, 1 2 3 4 5
615, 1 2 3 4 5
616, 1 2 3 4 5
617, 3360 6192 12316 15533 15832
621, 1 2 3 4 5
632, 683 17258 21086 32552 34836
643, 1 2 3 4 5
646, 1 2 3 4 5
651, 2484 8185 18350 21182 25027
652, 4130 5570 6422 7939 8950
653, 18531 1 2 3 4
654, 7398 28016 29055 1 2
658, 1 2 3 4 5
659, 1 2 3 4 5
663, 7011 11567 27944 8388 18466
665, 1 2 3 4 5
673, 1 2 3 4 5
675, 19460 23259 2726 4402 6610
680, 1 2 3 4 5
681, 1 2 3 4 5
684, 462 2323 4366 18696 22444
691, 1 2 3 4 5
696, 4285 16008 16024 16100 16181
700, 654 3200 1349 2102 2434
705, 7732 13531 13540 1 2
706, 1 2 3 4 5
710, 1 2 3 4 5
712, 1 2 3 4 5
713, 1 2 3 4 5
715, 1 2 3 4 5
717, 1 2 3 4 5
722, 2632 2828 17247 21445 28043
725, 7324 11417 1 2 3
729, 1618 3218 3461 5284 5423
733, 31967 594 1219 2710 4110
739, 1 2 3 4 5
741, 21837 24824 27107 1 2
744, 1 2 3 4 5
747, 1206 2491 3466 4864 4928
750, 1 2 3 4 5
757, 1 2 3 4 5
759, 1 2 3 4 5
761, 1 2 3 4 5
773, 9837 12247 14551 29524 35996
777, 18288 799 934 6413 6525
780, 7011 965 1182 7141 9908
782, 1 2 3 4 5
784, 14403 18738 20355 1034 6012
787, 1 2 3 4 5
788, 1 2 3 4 5
789, 1 2 3 4 5
791, 1358 1811 2457 4089 4628
792, 20740 23128 24423 1 2
796, 1 2 3 4 5
801, 1181 1242 1466 1743 2129
806, 18577 24161 32402 669 845
808, 20375 1 2 3 4
810, 474 12316 15832 20618 34825
813, 7939 11315 35745 302 428
816, 22726 31228 15098 26278 30446
820, 78 760 1482 5123 8436
826, 36782 1296 5230 7178 18022
827, 1121 2066 2535 2948 3015
828, 3185 6415 7313 9026 9051
831, 4023 13247 15267 16521 30908
833, 11000 17364 27274 29129 29179
834, 2714 4592 7773 10847 19661
835, 1 2 3 4 5
839, 1485 17586 24346 25109 28878
850, 20396 20656 1791 1 2
852, 17164 30088 1984 9882 10571
853, 1 2 3 4 5
854, 1 2 3 4 5
857, 1 2 3 4 5
862, 17770 18563 20276 32298 33620
867, 1 2 3 4 5
869, 4895 1 2 3 4
873, 14551 18396 1296 7178 9837
874, 9 16648 19619 19949 26275
879, 5032 6324 8900 21396 30330
883, 503 853 1199 1426 3199
884, 1 2 3 4 5
886, 1 2 3 4 5
888, 6099 8377 11154 11471 15915
890, 1 2 3 4 5
899, 4200 13399 15976 29479 32520
900, 14027 14592 34851 11122 30318
905, 875 3128 3686 5752 10340
907, 1 2 3 4 5
908, 1122 1131 3689 4891 5440
909, 799 6525 13078 27282 36447
916, 3483 4272 5237 22818 29980
919, 15359 27403 31630 1 2
926, 1159 1688 1779 3121 8311
927, 2427 7666 15861 18391 19090
929, 14403 18738 20355 1 2
937, 1 2 3 4 5
942, 1 2 3 4 5
944, 1 2 3 4 5
946, 3478 1 2 3 4
947, 20461 7849 1 2 3
949, 1 2 3 4 5
956, 12640 10057 25932 1 2
958, 224 6427 8213 21991 25169
961, 1 2 3 4 5
968, 1 2 3 4 5
969, 28259 326 4371 6693 12249
972, 26937 28835 31170 1 2
977, 1 2 3 4 5
978, 1 2 3 4 5
979, 1 2 3 4 5
982, 1 2 3 4 5
983, 1 2 3 4 5
987, 1 2 3 4 5
990, 8996 1 2 3 4
1005, 1 2 3 4 5
1010, 316 11694 21105 21763 1216
1011, 1 2 3 4 5
1014, 1 2 3 4 5
1016, 4952 11577 1 2 3
1017, 3894 4938 11931 14702 24855
1033, 969 1224 1541 1602 1748
1043, 1 2 3 4 5
1044, 19314 658 5134 5337 5552
1046, 1 2 3 4 5
1055, 4895 1 2 3 4
1060, 1 2 3 4 5
1061, 28072 2856 4299 5194 8019
1067, 1223 2840 3154 8531 12764
1068, 171 249 5739 5764 6863
1076, 1589 6514 7181 7861 8058
1077, 17062 26027 26994 30808 31302
1084, 564 1302 1596 2779 3696
1097, 3434 5053 22945 18696 22444
1102, 1 2 3 4 5
1107, 1006 31489 36108 123 236
1110, 1 2 3 4 5
1112, 4502 14403 15533 16139 18738
1113, 5108 5349 22658 25089 20114
1114, 7101 30962 1 2 3
1117, 3536 4771 14365 19567 19666
1118, 1564 13185 311 1590 2407
1121, 236 1122 1131 4908 6754
1122, 1 2 3 4 5
1128, 1 2 3 4 5
1135, 22809 1 2 3 4
1136, 1 2 3 4 5
1137, 21087 9247 11412 15121 6977
1144, 1 2 3 4 5
1145, 7341 16705 32359 1 2
1146, 5576 7964 29657 1 2
1148, 164 830 2865 3133 3520
1151, 714 21828 20599 1 2
1152, 25769 33955 34579 24414 6776
1157, 18181 1 2 3 4
1159, 3966 10711 17062 19016 19657
1161, 143 581 644 1993 3085
1163, 1 2 3 4 5
1165, 6041 6822 10422 13580 28014
1173, 143 581 1993 2019 3445
1175, 861 2510 4438 4917 5105
1177, 1 2 3 4 5
1178, 11382 1 2 3 4
1180, 18577 24161 32402 1 2
1181, 1 2 3 4 5
1184, 1 2 3 4 5
1189, 85 8657 12339 20047 29477
1190, 1 2 3 4 5
1193, 5217 7899 9622 19421 23720
1201, 6072 7275 8505 13626 13738
1204, 4012 4014 6702 16018 16349
1205, 7011 56 2933 4697 5254
1218, 391 1250 4659 5998 7518
1222, 335 507 741 1166 1359
1224, 1 2 3 4 5
1229, 1358 1811 4089 4628 6861
1233, 5803 26545 899 4175 5461
1235, 5457 7723 9834 22132 23215
1236, 3027 6198 14603 17664 33004
1238, 5548 6468 13388 18735 1
1240, 238 3134 5959 6253 9623
1249, 1 2 3 4 5
1256, 1 2 3 4 5
1263, 35882 24178 2514 3478 11000
1264, 1 2 3 4 5
1279, 16008 16181 24587 4285 16100
1280, 17256 1 2 3 4
1282, 24392 30065 3487 8857 13242
1289, 1 2 3 4 5
1291, 1195 1771 11515 14450 15634
1292, 1 2 3 4 5
1297, 1 2 3 4 5
1298, 1 2 3 4 5
1314, 1 2 3 4 5
1316, 1 2 3 4 5
1322, 1 2 3 4 5
1327, 1 2 3 4 5
1333, 1472 18034 174 272 1464
1334, 4642 16746 27266 34146 1
1335, 2175 6043 8506 9489 17211
1336, 11032 21162 5909 14815 1065
1343, 5510 7742 11948 15982 16542
1345, 4148 2916 5066 5310 7666
1346, 1 2 3 4 5
1348, 28642 32128 1674 2896 12772
1356, 1 2 3 4 5
1361, 18792 1 2 3 4
1365, 727 1532 4777 13433 15675
1373, 1 2 3 4 5
1378, 1 2 3 4 5
1379, 1 2 3 4 5
1387, 1358 1811 4089 4628 6861
1391, 776 12205 22160 26255 126
1405, 1 2 3 4 5
1406, 1 2 3 4 5
1408, 1 2 3 4 5
1416, 32566 1 2 3 4
1417, 1 2 3 4 5
1418, 1 2 3 4 5
1420, 4158 5074 7079 7117 7777
1423, 1 2 3 4 5
1426, 14066 18345 30961 3434 1156
1428, 1 2 3 4 5
1431, 1044 2947 6340 8136 8914
1433, 1514 14569 2065 28204 29491
1436, 1 2 3 4 5
1438, 1 2 3 4 5
1444, 11684 13297 29862 1250 5998
1445, 14250 21804 1 2 3
1447, 9004 17729 24563 24704 1
1452, 11169 17318 13675 14203 19138
1453, 6899 8755 11134 28434 1
1463, 2083 6917 17238 19828 23714
1470, 17129 18629 1 2 3
1473, 13242 15771 22908 27752 31710
1474, 246 23639 1 2 3
1476, 18736 311 1590 3369 11321
1481, 176 407 1966 2916 5310
1484, 1 2 3 4 5
1486, 23158 26378 22607 611 1008
1487, 781 3784 5912 8604 12262
1493, 1 2 3 4 5
1501, 78 760 1482 5123 8436
1502, 23000 296 1943 2314 2392
1503, 1 2 3 4 5
1506, 2855 4837 6108 9170 16523
1508, 1 2 3 4 5
1509, 1 2 3 4 5
1510, 1278 11883 20538 1596 2779
1511, 1 2 3 4 5
1516, 1312 6545 13871 21971 24398
1527, 1 2 3 4 5
1528, 1181 20273 33551 1 2
1538, 2052 6867 15459 22363 34337
1547, 12366 1 2 3 4
1551, 1 2 3 4 5
1555, 1 2 3 4 5
1560, 1 2 3 4 5
1564, 4981 7011 29173 1 2
1572, 7723 9834 18792 20744 23215
1576, 26192 875 1296 1647 3128
1577, 1 2 3 4 5
1578, 1 2 3 4 5
1587, 22809 2916 5310 14198 16465
1588, 2657 5684 19023 24513 36375
1606, 389 887 1110 3472 4404
1607, 1 2 3 4 5
1617, 5432 8880 9021 9931 10543
1620, 1536 8908 26050 8262 8921
1624, 1 2 3 4 5
1626, 1 2 3 4 5
1627, 1302 1 2 3 4
1635, 1 2 3 4 5
1636, 1 2 3 4 5
1637, 5554 11379 20273 22872 24888
1638, 182 224 3148 4743 6427
1641, 863 997 1130 1884 2168
1642, 238 302 1068 1468 1778
1643, 6889 9489 10739 10870 11394
1644, 35730 1 2 3 4
1645, 35374 1 2 3 4
1647, 1 2 3 4 5
1648, 1 2 3 4 5
1649, 34462 11417 20987 7047 16834
1657, 8292 13382 20417 1 2
1658, 1725 7577 8483 14039 15242
1661, 1 2 3 4 5
1663, 9025 17209 18531 19039 19238
1664, 1121 2066 2948 7290 7437
1667, 1 2 3 4 5
1670, 1 2 3 4 5
1675, 1 2 3 4 5
1681, 1 2 3 4 5
1684, 1 2 3 4 5
1685, 2230 30030 18050 21148 11033
1686, 1 2 3 4 5
1693, 4632 5769 8122 9338 13854
1696, 1 2 3 4 5
1699, 1 2 3 4 5
1707, 1 2 3 4 5
1713, 14684 5281 9025 17209 19039
1719, 1 2 3 4 5
1723, 2799 5430 5711 8234 19925
1726, 18028 23797 30 109 1610
1727, 1 2 3 4 5
1728, 29841 5134 5337 8263 11189
1734, 1 2 3 4 5
1739, 1 2 3 4 5
1740, 1935 11310 26213 1 2
1750, 866 8593 28258 31869 34166
1756, 1 2 3 4 5
1757, 1 2 3 4 5
1760, 19308 1 2 3 4
1761, 1 2 3 4 5
1764, 30781 1312 2628 3862 6545
1765, 335 507 741 1166 3002
1766, 1368 2388 2418 4078 5306
1767, 1468 3284 11538 13911 17672
1768, 2989 27100 1 2 3
1773, 24540 25898 33081 36571 1
1782, 1119 3493 3800 5028 5986
1785, 1 2 3 4 5
1786, 1 2 3 4 5
1787, 296 1943 2314 12088 14703
1788, 20273 1 2 3 4
1789, 21837 24824 27107 1 2
1792, 1 2 3 4 5
1796, 7060 15392 24773 34586 34937
1800, 25565 1 2 3 4
1803, 3645 5554 9022 9182 9201
1804, 1 2 3 4 5
1805, 103 238 919 1855 2267
1806, 2821 8915 10565 11332 18073
1807, 7011 32488 5554 7719 10622
1808, 2035 4512 6977 13309 17955
1812, 20857 1195 15634 18580 20883
1813, 1 2 3 4 5
1816, 1932 4353 11190 15192 24338
1818, 1 2 3 4 5
1820, 1 2 3 4 5
1823, 1 2 3 4 5
1827, 1 2 3 4 5
1829, 1 2 3 4 5
1833, 1223 2840 3154 3517 8041
1845, 958 10497 12912 20129 20178
1857, 13218 18869 34346 1 2
1858, 1 2 3 4 5
1862, 5057 6091 6396 7436 8705
1866, 1 2 3 4 5
1874, 19314 1 2 3 4
1875, 32968 33178 30 443 588
1876, 17616 27852 36736 743 20242
1879, 934 9403 24669 28301 29411
